address,all_adult_hospital_beds_7_day_avg,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_sum,all_adult_hospital_inpatient_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_sum,all_pediatric_inpatient_bed_occupied_7_day_avg,all_pediatric_inpatient_bed_occupied_7_day_coverage,all_pediatric_inpatient_bed_occupied_7_day_sum,all_pediatric_inpatient_beds_7_day_avg,all_pediatric_inpatient_beds_7_day_coverage,all_pediatric_inpatient_beds_7_day_sum,ccn,city,collection_week,fips_code,geocoded_hospital_address,hhs_ids,hospital_name,hospital_pk,hospital_subtype,icu_beds_used_7_day_avg,icu_beds_used_7_day_coverage,icu_beds_used_7_day_sum,icu_patients_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_sum,inpatient_beds_7_day_avg,inpatient_beds_7_day_coverage,inpatient_beds_7_day_sum,inpatient_beds_used_7_day_avg,inpatient_beds_used_7_day_coverage,inpatient_beds_used_7_day_sum,inpatient_beds_used_covid_7_day_avg,inpatient_beds_used_covid_7_day_coverage,inpatient_beds_used_covid_7_day_sum,is_metro_micro,previous_day_admission_adult_covid_confirmed_18-19_7_day_sum,previous_day_admission_adult_covid_confirmed_20-29_7_day_sum,previous_day_admission_adult_covid_confirmed_30-39_7_day_sum,previous_day_admission_adult_covid_confirmed_40-49_7_day_sum,previous_day_admission_adult_covid_confirmed_50-59_7_day_sum,previous_day_admission_adult_covid_confirmed_60-69_7_day_sum,previous_day_admission_adult_covid_confirmed_70-79_7_day_sum,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_80+_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_adult_covid_suspected_18-19_7_day_sum,previous_day_admission_adult_covid_suspected_20-29_7_day_sum,previous_day_admission_adult_covid_suspected_30-39_7_day_sum,previous_day_admission_adult_covid_suspected_40-49_7_day_sum,previous_day_admission_adult_covid_suspected_50-59_7_day_sum,previous_day_admission_adult_covid_suspected_60-69_7_day_sum,previous_day_admission_adult_covid_suspected_70-79_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_80+_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,previous_day_admission_pediatric_covid_confirmed_0_4_7_day_sum,previous_day_admission_pediatric_covid_confirmed_12_17_7_day_sum,previous_day_admission_pediatric_covid_confirmed_5_11_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_admission_pediatric_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_covid_ED_visits_7_day_sum,previous_day_total_ED_visits_7_day_sum,previous_week_patients_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_personnel_covid_vaccinated_doses_administered_7_day,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_sum,staffed_icu_pediatric_patients_confirmed_covid_7_day_avg,staffed_icu_pediatric_patients_confirmed_covid_7_day_coverage,staffed_icu_pediatric_patients_confirmed_covid_7_day_sum,staffed_pediatric_icu_bed_occupancy_7_day_avg,staffed_pediatric_icu_bed_occupancy_7_day_coverage,staffed_pediatric_icu_bed_occupancy_7_day_sum,state,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_beds_7_day_avg,total_beds_7_day_coverage,total_beds_7_day_sum,total_icu_beds_7_day_avg,total_icu_beds_7_day_coverage,total_icu_beds_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,total_personnel_covid_vaccinated_doses_all_7_day,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_one_7_day,total_staffed_adult_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_sum,total_staffed_pediatric_icu_beds_7_day_avg,total_staffed_pediatric_icu_beds_7_day_coverage,total_staffed_pediatric_icu_beds_7_day_sum,zip
705 DIXIE STREET,250.0,7.0,1750.0,196.3,7.0,1374.0,210.0,7.0,1470.0,7.0,7.0,49.0,10.0,7.0,70.0,110011,CARROLLTON,2022-09-23,13045.0,POINT (-85.07465 33.56946),[C110011-A],TANNER MEDICAL CENTER - CARROLLTON,110011,Short Term,18.0,7.0,126.0,,7.0,,220.0,7.0,1540.0,217.9,7.0,1525.0,16.3,7.0,114.0,1.0,0.0,0.0,,0.0,,,,7.0,6.0,,0.0,0.0,4.0,,,7.0,4.0,13.0,7.0,35.0,,0.0,,0.0,0.0,0.0,7.0,0.0,0.0,7.0,,260.0,1110.0,0.0,0.0,0.0,14.1,7.0,99.0,,7.0,11.0,,7.0,,0.0,7.0,0.0,,7.0,27.0,GA,16.1,7.0,113.0,5.7,7.0,40.0,260.0,7.0,1820.0,30.0,7.0,210.0,,7.0,,,7.0,6.0,,7.0,,0.0,7.0,0.0,0.0,0.0,0.0,20.0,7.0,140.0,10.0,7.0,70.0,30117
4700 WATERS AVENUE,620.0,7.0,4340.0,504.6,7.0,3532.0,538.0,7.0,3766.0,52.3,7.0,366.0,53.6,7.0,375.0,110036,SAVANNAH,2022-09-23,13051.0,POINT (-81.091856 32.031708),[C110036-A],MEMORIAL HEALTH UNIVERSITY MEDICAL CENTER,110036,Short Term,163.0,7.0,1141.0,0.0,7.0,0.0,652.0,7.0,4564.0,628.1,7.0,4397.0,18.7,7.0,131.0,1.0,0.0,0.0,0.0,,0.0,0.0,,7.0,4.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,7.0,,0.0,0.0,0.0,,0.0,,7.0,,0.0,7.0,,48.0,3555.0,,,,91.7,7.0,642.0,,7.0,23.0,,7.0,22.0,,7.0,7.0,11.3,7.0,79.0,GA,16.7,7.0,117.0,16.4,7.0,115.0,734.0,7.0,5138.0,163.4,7.0,1144.0,0.0,7.0,0.0,0.0,7.0,0.0,,7.0,14.0,,7.0,11.0,,,,96.0,7.0,672.0,11.4,7.0,80.0,31404
450 NORTHSIDE CHEROKEE BOULEVARD,,0.0,,220.6,7.0,1544.0,291.0,7.0,2037.0,,7.0,7.0,,7.0,7.0,110008,CANTON,2022-09-23,13057.0,POINT (-84.46049 34.22686),[C110008-A],NORTHSIDE HOSPITAL CHEROKEE,110008,Short Term,15.9,7.0,111.0,0.0,7.0,0.0,292.0,7.0,2044.0,221.6,7.0,1551.0,12.1,7.0,85.0,1.0,0.0,0.0,,,,,5.0,7.0,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,190.0,1242.0,,,,15.9,7.0,111.0,,7.0,7.0,,7.0,7.0,0.0,7.0,0.0,0.0,7.0,0.0,GA,12.0,7.0,84.0,12.0,7.0,84.0,,0.0,,30.0,7.0,210.0,,7.0,5.0,,0.0,,,7.0,,0.0,7.0,0.0,,,,30.0,7.0,210.0,0.0,7.0,0.0,30115
1230 BAXTER STREET,193.0,7.0,1351.0,129.0,7.0,903.0,168.0,7.0,1176.0,11.6,7.0,81.0,27.0,7.0,189.0,110006,ATHENS,2022-09-23,13059.0,POINT (-83.40365 33.946),[C110006-A],ST MARY'S HOSPITAL,110006,Short Term,25.1,7.0,176.0,0.0,7.0,0.0,195.0,7.0,1365.0,143.3,7.0,1003.0,6.0,7.0,42.0,1.0,0.0,,0.0,0.0,0.0,0.0,,7.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,7.0,855.0,0.0,0.0,0.0,16.4,7.0,115.0,,7.0,,,7.0,,0.0,7.0,0.0,7.1,7.0,50.0,GA,6.0,7.0,42.0,5.8,6.0,35.0,220.0,7.0,1540.0,30.0,7.0,210.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,18.0,7.0,126.0,12.0,7.0,84.0,30606
1199 PRINCE AVENUE,,0.0,,278.4,7.0,1949.0,306.0,7.0,2142.0,6.9,7.0,48.0,18.0,7.0,126.0,110074,ATHENS,2022-09-23,13059.0,POINT (-83.39796 33.96242),[C110074-A],PIEDMONT ATHENS REGIONAL MEDICAL CENTER,110074,Short Term,56.6,7.0,396.0,0.0,7.0,0.0,324.0,7.0,2268.0,285.3,7.0,1997.0,8.7,7.0,61.0,1.0,0.0,,0.0,,,,,7.0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,33.0,1745.0,,,,56.6,7.0,396.0,,7.0,18.0,,7.0,17.0,0.0,7.0,0.0,0.0,7.0,0.0,GA,8.4,7.0,59.0,7.6,7.0,53.0,,0.0,,60.0,7.0,420.0,0.0,7.0,0.0,0.0,7.0,0.0,,7.0,,0.0,7.0,0.0,,,,60.0,7.0,420.0,0.0,7.0,0.0,30606
"11 UPPER RIVERDALE ROAD, SW",198.0,7.0,1386.0,87.6,7.0,613.0,151.0,7.0,1057.0,9.4,7.0,66.0,13.0,7.0,91.0,110165,RIVERDALE,2022-09-23,13063.0,,[C110165-A],SOUTHERN REGIONAL MEDICAL CENTER,110165,Short Term,23.7,7.0,166.0,0.0,7.0,0.0,164.0,7.0,1148.0,130.6,7.0,914.0,5.1,7.0,36.0,1.0,,0.0,0.0,0.0,0.0,,,7.0,,,0.0,0.0,,,,0.0,,,7.0,9.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,,26.0,794.0,0.0,0.0,0.0,14.4,7.0,101.0,,7.0,12.0,,7.0,11.0,0.0,7.0,0.0,9.4,7.0,66.0,GA,5.0,7.0,35.0,,7.0,24.0,211.0,7.0,1477.0,36.0,7.0,252.0,0.0,7.0,0.0,0.0,7.0,0.0,,7.0,,0.0,7.0,0.0,0.0,0.0,0.0,23.0,7.0,161.0,13.0,7.0,91.0,30274
3950 AUSTELL RD,,0.0,,298.6,7.0,2090.0,373.6,7.0,2615.0,,7.0,4.0,,7.0,4.0,110143,AUSTELL,2022-09-23,13067.0,POINT (-84.60169 33.85651),[C110143-A],WELLSTAR COBB MEDICAL CENTER,110143,Short Term,35.0,7.0,245.0,0.0,7.0,0.0,374.1,7.0,2619.0,299.1,7.0,2094.0,52.9,7.0,370.0,1.0,0.0,,,4.0,4.0,,,7.0,19.0,4.0,0.0,0.0,,8.0,7.0,10.0,20.0,18.0,7.0,73.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,,264.0,1784.0,,,,34.6,7.0,242.0,6.6,7.0,46.0,,7.0,18.0,0.0,7.0,0.0,,7.0,,GA,52.4,7.0,367.0,13.4,7.0,94.0,,0.0,,36.4,7.0,255.0,0.0,7.0,0.0,,0.0,,,7.0,,0.0,7.0,0.0,,,,36.0,7.0,252.0,,7.0,,30106
745 POPLAR ROAD,,0.0,,143.3,7.0,1003.0,143.3,7.0,1003.0,0.0,7.0,0.0,0.0,7.0,0.0,110229,NEWNAN,2022-09-23,13077.0,POINT (-84.75438 33.35887),[C110229-A],"PIEDMONT NEWNAN HOSPITAL, INC",110229,Short Term,33.9,7.0,237.0,0.0,7.0,0.0,143.3,7.0,1003.0,143.3,7.0,1003.0,7.1,7.0,50.0,1.0,0.0,0.0,0.0,,,,,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,18.0,1364.0,,,,33.9,7.0,237.0,,7.0,,,7.0,,0.0,7.0,0.0,0.0,7.0,0.0,GA,7.1,7.0,50.0,6.9,7.0,48.0,,0.0,,36.0,7.0,252.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,,,,36.0,7.0,252.0,0.0,7.0,0.0,30265
600 CELEBRATE LIFE PARKWAY NORTH,,0.0,,16.0,7.0,112.0,50.0,7.0,350.0,0.0,7.0,0.0,0.0,7.0,0.0,110233,NEWNAN,2022-09-23,13077.0,,[C110233-A],"SOUTHEASTERN REGIONAL MEDICAL CENTER, INC",110233,Short Term,,7.0,15.0,0.0,7.0,0.0,50.0,7.0,350.0,16.0,7.0,112.0,,7.0,,1.0,0.0,,,,,,,7.0,,,0.0,0.0,,,,,,,7.0,0.0,,0.0,0.0,0.0,,,7.0,0.0,0.0,7.0,0.0,0.0,0.0,,,,,7.0,15.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,GA,,7.0,,,7.0,,,0.0,,5.0,7.0,35.0,0.0,7.0,0.0,,0.0,,0.0,7.0,0.0,0.0,7.0,0.0,,,,5.0,7.0,35.0,0.0,7.0,0.0,30265
1500 E SHOTWELL STREET,42.0,7.0,294.0,18.4,7.0,129.0,31.0,7.0,217.0,0.0,7.0,0.0,0.0,7.0,0.0,110132,BAINBRIDGE,2022-09-23,13087.0,POINT (-84.55365 30.90384),[C110132-A],MEMORIAL HOSPITAL AND MANOR,110132,Short Term,,7.0,23.0,0.0,7.0,0.0,31.0,7.0,217.0,23.1,7.0,162.0,,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,7.0,5.0,,0.0,,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,83.0,355.0,0.0,0.0,0.0,,7.0,23.0,,7.0,,,7.0,,0.0,7.0,0.0,0.0,7.0,0.0,GA,,7.0,4.0,,7.0,4.0,42.0,7.0,294.0,6.0,7.0,42.0,,7.0,10.0,,7.0,8.0,0.0,7.0,0.0,0.0,7.0,0.0,463.0,65.0,465.0,6.0,7.0,42.0,0.0,7.0,0.0,39819
2701 N DECATUR ROAD,354.0,7.0,2478.0,355.0,7.0,2485.0,311.0,7.0,2177.0,0.0,7.0,0.0,0.0,7.0,0.0,110076,DECATUR,2022-09-23,13089.0,POINT (-84.28324 33.79204),[C110076-A],EMORY DECATUR HOSPITAL,110076,Short Term,51.6,7.0,361.0,0.0,7.0,0.0,343.0,7.0,2401.0,402.9,7.0,2820.0,12.3,7.0,86.0,1.0,0.0,,,,5.0,0.0,6.0,7.0,17.0,,0.0,0.0,0.0,,,,,,7.0,12.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,126.0,1163.0,0.0,0.0,,24.1,7.0,169.0,,7.0,22.0,,7.0,21.0,0.0,7.0,0.0,0.0,7.0,0.0,GA,12.3,7.0,86.0,9.9,7.0,69.0,386.0,7.0,2702.0,62.0,7.0,434.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,2344.0,147.0,2366.0,32.0,7.0,224.0,0.0,7.0,0.0,30033
"1364 CLIFTON ROAD, NE",718.0,7.0,5026.0,587.3,7.0,4111.0,680.0,7.0,4760.0,0.0,7.0,0.0,0.0,7.0,0.0,110010,ATLANTA,2022-09-23,13089.0,POINT (-84.320977 33.791881),"[C110010-C, C110010-A, C110010-B]",EMORY UNIVERSITY HOSPITAL,110010,Short Term,121.3,7.0,849.0,0.0,7.0,0.0,680.0,7.0,4760.0,588.9,7.0,4122.0,14.7,7.0,103.0,1.0,,,0.0,0.0,,,5.0,7.0,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,101.0,924.0,68.0,42.0,23.0,120.7,7.0,845.0,,7.0,22.0,,7.0,21.0,0.0,7.0,0.0,0.0,7.0,0.0,GA,14.7,7.0,103.0,12.4,7.0,87.0,718.0,7.0,5026.0,155.0,7.0,1085.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,13843.0,738.0,14038.0,155.0,7.0,1085.0,0.0,7.0,0.0,30322
901 GRIFFIN AVE,49.0,7.0,343.0,21.1,7.0,148.0,37.0,7.0,259.0,0.0,7.0,0.0,0.0,7.0,0.0,110092,EASTMAN,2022-09-23,13091.0,POINT (-83.178644 32.186076),[C110092-A],DODGE COUNTY HOSPITAL,110092,Short Term,,7.0,14.0,0.0,7.0,0.0,37.0,7.0,259.0,22.0,7.0,154.0,13.6,7.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.0,,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,,232.0,0.0,0.0,0.0,,7.0,14.0,,7.0,5.0,,7.0,5.0,0.0,7.0,0.0,0.0,7.0,0.0,GA,13.6,7.0,95.0,,7.0,19.0,49.0,7.0,343.0,6.0,7.0,42.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,257.0,52.0,0.0,6.0,7.0,42.0,0.0,7.0,0.0,31023
417 THIRD AVENUE,218.7,7.0,1531.0,169.3,7.0,1185.0,190.4,7.0,1333.0,0.0,7.0,0.0,0.0,7.0,0.0,110007,ALBANY,2022-09-23,13095.0,POINT (-84.157497 31.590227),"[C110007-A, C110007-B]",PHOEBE PUTNEY MEMORIAL HOSPITAL,110007,Short Term,25.1,7.0,176.0,0.0,7.0,0.0,190.4,7.0,1333.0,186.0,7.0,1302.0,9.6,7.0,67.0,1.0,0.0,0.0,,,,0.0,,7.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,0.0,,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,42.0,1060.0,0.0,0.0,0.0,25.1,7.0,176.0,,7.0,9.0,,7.0,9.0,0.0,7.0,0.0,0.0,7.0,0.0,GA,9.6,7.0,67.0,7.8,5.0,39.0,218.7,7.0,1531.0,32.6,7.0,228.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,32.6,7.0,228.0,0.0,7.0,0.0,31703
117 KITE ROAD,24.0,7.0,168.0,7.9,7.0,55.0,24.0,7.0,168.0,0.0,7.0,0.0,0.0,7.0,0.0,110109,SWAINSBORO,2022-09-23,13107.0,POINT (-82.346477 32.59314),[C110109-A],EMANUEL MEDICAL CENTER,110109,Short Term,,7.0,20.0,0.0,7.0,0.0,24.0,7.0,168.0,8.0,7.0,56.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,7.0,0.0,0.0,244.0,0.0,0.0,312.0,,7.0,20.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,GA,0.0,7.0,0.0,0.0,7.0,0.0,24.0,7.0,168.0,6.0,7.0,42.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,311.0,97.0,,6.0,7.0,42.0,0.0,7.0,0.0,30401
2855 OLD HIGHWAY 5 NORTH,33.0,7.0,231.0,5.4,7.0,38.0,27.0,7.0,189.0,0.0,7.0,0.0,0.0,7.0,0.0,110189,BLUE RIDGE,2022-09-23,13111.0,POINT (-84.3754 34.9168),[C110189-A],FANNIN REGIONAL HOSPITAL,110189,Short Term,,7.0,10.0,0.0,7.0,0.0,27.0,7.0,189.0,6.3,7.0,44.0,,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,38.0,183.0,0.0,0.0,0.0,,7.0,10.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,GA,,5.0,,,5.0,,33.0,7.0,231.0,5.0,7.0,35.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,173.0,167.0,10.0,5.0,7.0,35.0,0.0,7.0,0.0,30513
1255 HIGHWAY 54 WEST,,0.0,,179.0,7.0,1253.0,244.0,7.0,1708.0,0.0,7.0,0.0,0.0,7.0,0.0,110215,FAYETTEVILLE,2022-09-23,13113.0,POINT (-84.50849 33.45085),[C110215-A],PIEDMONT FAYETTE HOSPITAL,110215,Short Term,39.7,7.0,278.0,0.0,7.0,0.0,244.0,7.0,1708.0,179.0,7.0,1253.0,9.6,7.0,67.0,1.0,0.0,0.0,0.0,,,,10.0,7.0,18.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,7.0,6.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,40.0,2011.0,,,,39.7,7.0,278.0,,7.0,16.0,,7.0,12.0,0.0,7.0,0.0,0.0,7.0,0.0,GA,9.3,7.0,65.0,8.7,7.0,61.0,,0.0,,44.0,7.0,308.0,0.0,7.0,0.0,0.0,7.0,0.0,,7.0,,,7.0,,,,,44.0,7.0,308.0,0.0,7.0,0.0,30214
501 REDMOND ROAD NW,,0.0,,207.0,7.0,1449.0,245.0,7.0,1715.0,0.0,7.0,0.0,0.0,7.0,0.0,110168,ROME,2022-09-23,13115.0,POINT (-85.194131 34.278191),[C110168-A],ADVENTHEALTH REDMOND,110168,Short Term,35.6,7.0,249.0,0.0,7.0,0.0,245.0,7.0,1715.0,207.0,7.0,1449.0,5.7,7.0,40.0,1.0,0.0,0.0,0.0,,0.0,0.0,,7.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,15.0,664.0,,,,35.6,7.0,249.0,,7.0,,,7.0,,0.0,7.0,0.0,0.0,7.0,0.0,GA,5.7,7.0,40.0,,7.0,25.0,,0.0,,40.0,7.0,280.0,,7.0,6.0,,0.0,,0.0,7.0,0.0,0.0,7.0,0.0,,,,40.0,7.0,280.0,0.0,7.0,0.0,30165
304 TURNER MCCALL BOULEVARD,337.9,7.0,2365.0,265.9,7.0,1861.0,288.0,7.0,2016.0,11.1,7.0,78.0,49.7,7.0,348.0,110054,ROME,2022-09-23,13115.0,POINT (-85.179721 34.260454),[C110054-A],ATRIUM HEALTH FLOYD MEDICAL CENTER,110054,Short Term,36.6,7.0,256.0,0.0,7.0,0.0,337.7,7.0,2364.0,293.7,7.0,2056.0,9.7,7.0,68.0,1.0,0.0,0.0,0.0,0.0,0.0,,,7.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,150.0,1185.0,0.0,0.0,0.0,24.9,7.0,174.0,,7.0,,,7.0,,0.0,7.0,0.0,0.0,7.0,0.0,GA,9.7,7.0,68.0,9.7,7.0,68.0,390.7,7.0,2735.0,45.9,7.0,321.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,25.9,7.0,181.0,20.0,7.0,140.0,30162
1200 NORTHSIDE FORSYTH DRIVE,,0.0,,241.6,7.0,1691.0,317.6,7.0,2223.0,,7.0,10.0,,7.0,10.0,110005,CUMMING,2022-09-23,13117.0,POINT (-84.13908 34.17869),[C110005-A],NORTHSIDE HOSPITAL FORSYTH,110005,Short Term,12.4,7.0,87.0,0.0,7.0,0.0,319.0,7.0,2233.0,243.0,7.0,1701.0,22.0,7.0,154.0,1.0,0.0,,0.0,,,,4.0,7.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,0.0,0.0,,7.0,,0.0,7.0,,178.0,1220.0,,,,12.4,7.0,87.0,,7.0,10.0,,7.0,10.0,0.0,7.0,0.0,0.0,7.0,0.0,GA,21.4,7.0,150.0,21.4,7.0,150.0,,0.0,,27.0,7.0,189.0,,7.0,,,0.0,,,7.0,4.0,,7.0,,,,,27.0,7.0,189.0,0.0,7.0,0.0,30041
"550 PEACHTREE STREET,  NE",475.0,7.0,3325.0,425.7,7.0,2980.0,417.0,7.0,2919.0,0.0,7.0,0.0,0.0,7.0,0.0,110078,ATLANTA,2022-09-23,13121.0,POINT (-84.38514 33.76957),[C110078-A],EMORY UNIVERSITY HOSPITAL MIDTOWN,110078,Short Term,56.0,7.0,392.0,0.0,7.0,0.0,530.0,7.0,3710.0,426.4,7.0,2985.0,16.0,7.0,112.0,1.0,0.0,,0.0,,,4.0,,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,216.0,1298.0,0.0,0.0,5.0,55.9,7.0,391.0,,7.0,13.0,,7.0,7.0,0.0,7.0,0.0,0.0,7.0,0.0,GA,16.0,7.0,112.0,12.3,7.0,86.0,588.0,7.0,4116.0,114.0,7.0,798.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,3358.0,260.0,3442.0,66.0,7.0,462.0,0.0,7.0,0.0,30308
